credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited
535,Spain,Female,49,7.0,115309.75,1,1,0,111421.77,0
602,France,Female,39,6.0,154121.32,2,1,0,176614.86,1
720,France,Female,45,1.0,102882.4,2,1,1,35633.15,1
837,France,Female,38,2.0,0.0,2,1,1,46395.21,0
750,Germany,Male,40,5.0,168286.81,3,1,0,20451.99,1
587,France,Female,46,6.0,88820.29,1,0,0,70224.34,0
563,Germany,Male,44,7.0,105007.31,2,1,1,197812.16,0
731,France,Female,52,10.0,0.0,1,1,1,24998.75,1
653,Germany,Female,25,2.0,158266.42,3,1,1,199357.24,0
617,France,Female,26,2.0,165947.99,2,0,1,168834.38,0
653,France,Female,27,9.0,0.0,2,1,0,96429.29,0
624,France,Female,32,2.0,79368.87,2,1,1,145471.94,0
666,France,Female,66,7.0,0.0,2,1,1,99792.82,0
707,France,Female,55,1.0,0.0,2,0,1,54409.48,0
549,France,Male,50,9.0,94748.76,2,0,1,13608.18,0
749,Spain,Female,46,9.0,66582.81,1,1,0,78753.12,1
659,France,Male,67,4.0,145981.87,1,1,1,131043.2,0
603,France,Male,40,4.0,102833.46,2,1,1,38829.11,0
698,Germany,Female,40,8.0,150777.1,1,1,0,114732.62,0
641,France,Female,48,3.0,147341.43,1,1,1,157458.61,1
658,France,Female,39,4.0,0.0,1,1,1,147530.06,0
711,Germany,Female,35,2.0,133607.75,1,1,1,120586.32,0
701,Spain,Female,42,5.0,0.0,2,0,0,24210.56,0
734,Germany,Female,30,7.0,123040.38,1,1,1,76503.06,0
616,France,Male,40,9.0,0.0,2,0,0,93717.55,0
517,France,Male,56,9.0,142147.32,1,0,0,39488.04,1
492,Germany,Male,51,8.0,117808.74,2,1,1,67311.12,0
672,France,Male,37,5.0,153195.59,1,1,1,162763.01,0
753,France,Female,31,6.0,106596.29,1,0,0,91305.77,0
800,France,Female,49,3.0,108007.36,1,0,0,47125.11,0
617,Spain,Female,45,1.0,0.0,1,1,0,143298.06,0
619,Spain,Male,46,8.0,62400.48,1,1,1,132498.39,1
705,Germany,Male,44,3.0,105934.96,1,1,0,82463.69,0
573,France,Female,36,1.0,0.0,1,1,1,56905.38,0
699,France,Male,40,7.0,0.0,1,0,1,152876.13,1
804,Spain,Male,33,7.0,76548.6,1,0,1,98453.45,0
850,Germany,Male,28,4.0,147972.19,1,1,0,60708.72,1
773,France,Male,64,2.0,145578.28,1,0,1,186172.85,0
537,France,Male,47,10.0,0.0,2,0,1,25482.62,0
546,Spain,Male,25,2.0,127728.24,2,1,1,105279.74,0
651,France,Male,35,0.0,181821.96,2,0,1,36923.67,1
516,France,Male,35,5.0,128653.59,1,1,0,127558.26,0
695,France,Male,45,9.0,43134.65,1,0,1,77330.35,0
580,Spain,Male,32,9.0,142188.2,2,0,1,128028.6,0
804,France,Male,25,7.0,108396.67,1,1,0,128276.95,0
691,France,Male,38,1.0,0.0,2,0,0,44653.5,0
749,France,Male,30,1.0,0.0,2,0,1,126551.65,0
566,France,Female,21,3.0,0.0,2,1,1,3626.47,0
831,Spain,Female,44,10.0,0.0,1,0,1,47729.33,0
655,Spain,Female,36,7.0,135515.76,1,1,0,86013.96,0
635,France,Female,27,8.0,127471.56,1,1,1,152916.05,1
511,Spain,Female,66,4.0,0.0,1,1,0,1643.11,1
611,Germany,Female,49,9.0,115488.52,2,1,1,138656.81,1
539,Spain,Male,38,6.0,0.0,1,1,1,152880.07,1
673,France,Male,37,2.0,0.0,1,1,1,13624.02,0
599,Germany,Male,36,2.0,128960.21,2,1,1,40318.33,0
644,Germany,Female,34,10.0,122196.99,2,1,1,182099.71,0
755,Germany,Female,38,1.0,82083.52,1,0,1,10333.78,0
543,France,Male,35,5.0,137482.19,1,0,0,62389.35,0
670,France,Female,45,5.0,47884.92,1,1,1,54340.24,0
729,France,Male,44,5.0,0.0,2,0,1,9200.54,0
687,France,Male,38,0.0,144450.58,1,0,1,137276.83,0
733,Spain,Male,35,8.0,102918.38,1,1,1,45959.86,0
769,Spain,Male,41,1.0,72509.91,1,1,0,25723.73,0
631,France,Male,36,1.0,0.0,2,0,0,133141.34,0
538,Spain,Female,42,9.0,0.0,1,0,0,152855.96,0
850,France,Male,55,6.0,0.0,1,1,0,944.41,1
709,Germany,Male,28,8.0,124695.72,2,1,0,145251.35,0
729,Spain,Female,45,7.0,91091.06,2,1,0,71133.12,0
782,Germany,Female,53,1.0,81571.05,1,1,0,182960.46,1
663,Germany,Female,29,4.0,102714.65,2,0,0,21170.81,0
723,France,Male,25,3.0,0.0,2,1,1,134509.47,0
637,France,Male,33,0.0,132255.99,2,0,1,74588.41,0
476,France,Female,34,10.0,0.0,2,1,0,26260.98,0
501,Germany,Male,38,9.0,88977.39,2,0,1,133403.07,0
736,France,Female,42,7.0,117280.23,3,0,0,41921.06,1
694,France,Male,42,3.0,156864.2,2,0,0,88890.75,0
840,Spain,Female,36,7.0,0.0,2,1,0,141364.27,0
808,Spain,Female,67,10.0,124577.15,1,0,1,169894.4,0
627,Spain,Male,41,5.0,100880.76,1,0,1,134665.25,0
586,France,Male,32,1.0,0.0,2,0,0,31635.99,0
481,France,Female,28,10.0,0.0,2,1,0,145215.96,0
634,Germany,Male,35,6.0,116269.01,1,1,0,129964.94,0
654,France,Female,24,8.0,145081.73,1,1,1,130075.07,0
558,Spain,Female,31,7.0,0.0,2,1,0,166720.28,0
656,France,Female,45,7.0,145933.27,1,1,1,199392.14,0
695,France,Male,37,2.0,0.0,2,1,1,99692.65,0
452,France,Male,35,4.0,148172.44,1,1,1,4175.68,0
775,France,Male,60,7.0,0.0,2,1,1,111558.7,0
657,Spain,Male,36,8.0,0.0,2,0,1,123866.43,0
419,Spain,Female,27,2.0,121580.42,1,0,1,134720.51,0
601,Germany,Female,33,7.0,114430.18,2,1,1,153012.13,0
651,Spain,Female,45,8.0,95922.9,1,1,0,84782.42,1
658,Germany,Male,31,2.0,77082.65,2,0,0,13482.28,0
762,Spain,Female,19,6.0,0.0,2,1,0,55500.17,0
583,Germany,Male,35,8.0,149995.72,2,1,0,42143.55,0
779,France,Female,26,0.0,0.0,2,0,1,111906.0,0
685,Germany,Male,43,9.0,108589.47,2,0,1,194808.51,0
558,France,Male,31,7.0,0.0,1,1,0,198269.08,0
679,Spain,Female,26,3.0,76554.06,1,1,1,184800.27,0
546,France,Female,52,2.0,0.0,1,1,0,137332.37,1
780,Spain,Female,33,6.0,145580.61,1,1,1,154598.56,0
524,France,Male,50,4.0,0.0,2,1,1,31840.59,1
458,Germany,Female,43,1.0,106870.12,2,1,0,100564.37,0
650,Spain,Female,50,7.0,129667.77,1,0,0,42028.16,0
663,France,Male,28,4.0,0.0,2,1,1,123969.64,0
543,Spain,Male,35,10.0,59408.63,1,1,0,76773.53,0
598,Spain,Male,34,0.0,104488.17,1,0,1,43249.67,0
659,France,Female,32,2.0,155584.21,1,0,1,153662.88,0
688,Spain,Male,42,5.0,0.0,2,0,0,197602.29,0
677,Spain,Male,18,8.0,134796.87,2,1,1,114858.9,0
543,France,Female,32,7.0,147256.86,1,1,0,112771.95,0
753,France,Female,39,7.0,155062.8,1,1,1,16460.77,0
543,Spain,Male,41,5.0,0.0,2,0,1,143980.29,0
644,France,Male,33,8.0,0.0,2,1,1,155294.17,0
654,France,Male,29,4.0,132954.64,1,1,1,146715.07,0
739,Spain,Male,31,1.0,0.0,2,1,1,58469.75,0
732,France,Male,41,8.0,0.0,2,1,1,170886.17,0
559,France,Male,50,5.0,162702.35,1,0,0,150548.5,1
785,France,Male,55,5.0,0.0,2,1,1,7008.65,0
671,Spain,Female,31,4.0,0.0,2,0,1,79270.02,0
584,Germany,Female,30,8.0,112013.81,1,1,0,177772.03,1
590,Spain,Female,37,0.0,64345.21,1,0,1,61759.33,1
585,France,Female,38,5.0,0.0,1,1,1,87363.56,0
728,France,Male,38,1.0,115934.74,1,1,1,139059.05,0
610,France,Female,27,4.0,87262.4,2,1,0,182720.07,0
660,Spain,Female,36,0.0,84438.57,1,1,1,181449.51,0
741,France,Female,64,2.0,69311.16,1,1,1,59237.72,0
487,Spain,Male,33,8.0,145729.71,1,1,0,41365.85,0
625,France,Female,36,8.0,129944.39,2,0,0,198914.8,0
540,Germany,Male,44,3.0,164113.04,2,1,1,12120.79,0
850,France,Female,38,1.0,106871.81,2,1,0,29333.01,0
583,Germany,Male,27,4.0,105907.42,2,1,1,195732.04,0
596,Germany,Male,54,1.0,123544.0,1,1,1,120314.75,1
604,France,Male,28,7.0,0.0,2,0,0,58595.64,0
634,Spain,Male,35,3.0,0.0,2,1,1,19515.48,0
472,France,Male,29,8.0,102490.27,1,0,1,181224.56,0
598,Germany,Male,19,3.0,150348.37,1,1,1,173784.04,0
716,Germany,Female,30,2.0,205770.78,2,0,0,65464.66,0
676,Spain,Male,48,1.0,131659.59,2,0,1,14152.15,0
850,Spain,Male,37,2.0,0.0,2,1,0,119969.99,0
792,Germany,Male,36,7.0,115725.24,2,0,0,1871.25,0
512,France,Male,36,0.0,129804.17,1,1,0,53020.9,0
797,Spain,Female,31,8.0,0.0,2,1,0,117916.63,0
678,Germany,Female,40,8.0,128644.46,1,0,0,167673.37,0
802,Spain,Male,40,4.0,0.0,2,1,1,81908.09,0
698,Spain,Female,50,1.0,0.0,4,1,0,88566.9,1
689,Spain,Female,31,1.0,0.0,2,1,1,136610.02,0
614,Spain,Male,35,2.0,127283.78,1,1,1,31302.35,0
790,Spain,Male,37,8.0,0.0,2,1,1,149418.41,0
640,France,Female,50,9.0,117565.03,2,0,0,82559.77,0
757,France,Female,49,2.0,0.0,2,0,0,164482.92,0
850,Spain,Male,30,2.0,0.0,2,0,1,27937.12,0
555,Germany,Male,62,4.0,119817.33,1,0,1,43507.1,1
715,France,Male,35,2.0,141005.47,1,1,1,60407.93,0
691,Germany,Male,30,7.0,116927.89,1,1,0,21198.39,0
634,Spain,Male,31,9.0,108632.48,1,1,1,179485.96,1
644,Spain,Female,26,4.0,153455.72,2,1,1,82696.84,0
712,France,Male,33,3.0,153819.58,1,1,0,79176.09,1
606,France,Female,71,8.0,0.0,2,1,1,169741.96,0
699,France,Male,32,3.0,0.0,2,1,1,170770.44,0
666,Germany,Female,36,3.0,129118.5,2,0,0,139435.12,0
363,Spain,Female,28,6.0,146098.43,3,1,0,100615.14,1
521,Germany,Female,61,0.0,125193.96,1,1,1,109356.53,0
576,France,Male,63,9.0,70655.48,1,0,0,78955.8,1
725,Spain,Female,36,0.0,118520.26,1,0,0,131173.9,1
629,Spain,Male,32,3.0,0.0,2,1,1,15404.64,0
805,Germany,Male,50,5.0,130023.38,1,1,0,62989.82,1
624,Spain,Female,36,0.0,0.0,2,1,0,111605.9,0
502,France,Male,33,8.0,0.0,2,1,1,123509.01,0
717,France,Male,42,5.0,0.0,2,1,0,172665.21,0
793,Spain,Female,36,0.0,0.0,1,0,0,148993.47,0
773,France,Male,25,1.0,124532.78,2,0,1,11723.57,0
479,Germany,Female,23,9.0,123575.51,1,0,1,95148.28,0
613,France,Female,40,9.0,95624.36,2,1,1,60706.33,0
555,Spain,Male,50,4.0,128061.0,2,1,1,62375.1,0
513,Spain,Male,72,3.0,98903.06,1,1,1,81251.24,0
674,France,Female,28,3.0,0.0,1,1,0,51536.99,0
740,Germany,Male,33,2.0,126524.11,1,1,0,136869.31,0
655,France,Female,20,7.0,134397.61,1,0,0,28029.54,0
615,France,Male,41,4.0,130385.82,1,0,1,130661.95,0
581,Spain,Female,44,7.0,189318.16,2,1,0,45026.23,1
684,France,Female,43,7.0,0.0,2,1,0,131093.99,0
577,Spain,Female,33,5.0,0.0,2,1,0,57975.8,0
648,France,Female,19,1.0,0.0,2,0,1,22101.86,0
724,France,Female,29,6.0,0.0,2,0,1,64729.51,0
739,Spain,Male,40,1.0,109681.61,1,1,1,193321.3,0
607,Spain,Female,25,4.0,121166.89,1,0,1,115288.24,0
790,France,Male,26,5.0,0.0,1,1,0,20510.79,0
799,Spain,Female,28,3.0,142253.65,1,1,0,45042.56,0
444,France,Male,43,3.0,0.0,2,1,1,159131.21,0
579,Germany,Male,49,4.0,169377.31,1,1,1,123535.05,0
608,France,Male,33,9.0,89968.69,1,1,0,68777.26,0
607,France,Male,26,1.0,0.0,1,1,0,29818.2,0
705,France,Female,55,8.0,0.0,2,1,1,14392.68,0
525,France,Male,33,1.0,112833.35,1,0,1,175178.56,0
562,France,Female,57,3.0,0.0,3,1,0,6554.97,1
425,Germany,Male,40,9.0,166776.6,2,0,1,172646.88,0
677,Spain,Female,34,4.0,0.0,2,1,1,6175.53,0
773,Germany,Female,36,4.0,105858.71,1,0,1,4395.45,0
820,France,Female,29,3.0,82344.84,1,0,1,115985.38,0
673,France,Female,40,5.0,137494.28,1,1,0,81753.92,0
748,Spain,Female,23,8.0,85600.08,1,0,0,134077.71,0
673,Germany,Female,41,9.0,98612.1,1,1,0,151349.35,0
667,France,Male,42,9.0,0.0,2,0,1,58137.42,0
583,France,Male,36,8.0,0.0,2,0,1,5571.59,0
697,Spain,Female,37,7.0,168066.87,1,1,0,35450.53,0
552,France,Male,36,8.0,0.0,2,0,0,132547.02,0
639,Spain,Female,54,2.0,0.0,2,1,1,53843.71,0
847,Spain,Female,37,9.0,112712.17,1,1,0,116097.26,0
711,Spain,Male,42,3.0,177626.77,3,0,1,16392.72,1
597,Spain,Male,24,0.0,108058.07,2,1,1,187826.11,0
753,France,Male,57,7.0,0.0,1,1,0,159475.08,1
795,Spain,Male,35,8.0,0.0,2,1,0,167155.36,0
536,France,Male,35,8.0,0.0,2,1,0,64833.28,0
819,France,Female,38,10.0,0.0,2,1,0,30498.7,0
618,France,Female,49,9.0,44301.43,3,1,1,89729.3,1
801,France,Male,38,5.0,0.0,2,1,0,66256.27,0
603,France,Male,30,8.0,0.0,2,1,1,47536.46,0
644,Spain,Male,37,9.0,0.0,2,1,1,96442.86,0
636,Germany,Female,37,9.0,157098.52,1,1,1,153535.27,0
727,Germany,Female,18,2.0,93816.7,2,1,0,126172.11,0
526,Spain,Male,38,2.0,0.0,2,0,0,58010.98,0
499,Spain,Male,39,6.0,0.0,2,1,1,81409.0,0
756,Germany,Male,41,2.0,124439.49,2,0,1,47093.11,0
529,Spain,Male,63,4.0,96134.11,3,1,0,108732.96,1
556,Germany,Male,37,9.0,145018.64,2,1,0,90928.02,1
576,Germany,Male,44,9.0,119530.52,1,1,0,119056.68,1
552,France,Female,38,9.0,134105.01,1,0,0,57850.1,0
479,Germany,Male,35,4.0,138718.92,1,1,1,47251.79,1
707,France,Male,73,6.0,66573.17,1,1,1,62768.8,0
644,Spain,Male,18,8.0,0.0,2,1,0,59172.42,0
625,France,Female,51,4.0,124620.01,2,1,0,92243.94,1
612,Germany,Male,42,5.0,141927.1,1,1,1,43018.98,0
737,Germany,Female,40,2.0,162485.8,2,1,0,149381.32,0
716,France,Female,40,3.0,0.0,2,0,1,167636.15,0
658,Germany,Female,45,9.0,134562.8,1,1,1,159268.67,0
592,France,Male,27,3.0,0.0,2,1,1,19645.65,0
815,France,Male,35,4.0,0.0,2,0,1,198490.33,0
549,France,Male,37,2.0,112541.54,2,0,0,47432.43,0
655,France,Female,39,6.0,94631.26,2,1,1,148948.52,0
583,France,Female,44,8.0,0.0,2,1,1,27431.62,0
516,Spain,Female,33,3.0,0.0,2,1,1,58685.59,0
600,Germany,Female,29,6.0,74430.1,2,1,1,96051.1,0
706,Germany,Female,48,10.0,104478.12,3,0,1,158248.71,1
683,France,Female,30,2.0,0.0,2,0,1,100496.84,1
850,France,Male,46,0.0,117640.39,1,1,0,88920.68,0
674,France,Female,32,7.0,85757.93,1,1,1,95481.0,0
712,Spain,Male,53,2.0,111061.01,2,0,0,26542.17,0
600,France,Male,46,10.0,95502.21,1,0,0,19842.18,0
610,Spain,Female,46,5.0,116886.59,1,0,0,107973.44,0
691,France,Female,44,6.0,134066.1,2,1,1,197572.41,0
660,France,Female,20,6.0,167685.56,1,1,0,57929.9,0
648,France,Male,42,4.0,0.0,2,1,0,19283.14,0
555,Spain,Male,32,4.0,0.0,2,1,1,54405.79,0
718,France,Male,38,7.0,0.0,2,1,0,38308.34,0
758,France,Female,34,3.0,0.0,2,1,1,124226.16,0
678,Germany,Female,37,8.0,149000.91,2,1,1,21472.42,0
651,Germany,Male,26,5.0,147037.32,1,0,0,141763.26,0
659,France,Male,54,8.0,133436.52,1,1,0,56787.8,0
765,Spain,Female,33,5.0,84557.82,1,1,1,69039.43,0
638,Germany,Female,26,1.0,105249.76,2,1,1,23491.09,0
742,France,Female,28,2.0,191864.51,1,1,0,108457.99,1
803,France,Male,28,3.0,0.0,2,1,0,159654.0,0
592,France,Female,66,5.0,149950.19,1,1,1,76267.59,0
767,Germany,Female,35,6.0,132253.22,1,1,0,115566.57,1
627,France,Female,35,7.0,0.0,2,0,1,193022.44,0
755,Germany,Male,38,4.0,111096.91,1,1,1,19762.88,0
679,France,Female,33,1.0,0.0,2,0,0,69608.48,0
621,France,Male,47,0.0,0.0,1,1,1,133831.37,1
717,Germany,Female,28,9.0,82498.14,2,0,0,40437.67,0
652,Spain,Male,58,6.0,0.0,2,0,1,170025.43,0
726,France,Male,37,2.0,132057.92,2,1,0,34743.98,0
633,France,Male,35,3.0,0.0,2,1,1,36249.76,0
587,Germany,Female,32,3.0,125445.04,2,1,1,130514.78,0
693,France,Female,39,4.0,0.0,2,0,1,142331.39,0
584,France,Male,33,7.0,0.0,2,0,1,59103.13,0
487,France,Male,37,6.0,0.0,2,1,1,126477.41,0
620,France,Female,67,3.0,0.0,2,1,1,43486.73,0
678,France,Female,26,1.0,0.0,2,1,0,45443.68,0
712,Germany,Male,37,7.0,93978.96,2,1,0,60651.77,0
692,France,Female,28,8.0,95059.02,2,1,0,44420.18,0
771,France,Male,32,5.0,62321.62,1,1,1,40920.59,0
638,Spain,Female,34,7.0,0.0,2,0,0,3946.29,0
652,Spain,Female,38,4.0,123081.84,2,1,1,188657.97,0
683,France,Female,42,4.0,148283.94,1,1,1,44692.63,1
627,Germany,Male,38,8.0,106922.92,2,0,1,84270.09,0
686,Germany,Female,27,1.0,115095.88,2,0,0,78622.46,0
850,France,Male,31,8.0,0.0,2,1,0,178667.7,0
850,Germany,Female,30,8.0,154870.28,1,1,1,54191.38,0
669,Germany,Male,45,1.0,123949.75,1,0,0,110881.56,0
660,France,Male,50,4.0,0.0,3,1,1,191849.15,1
501,France,Male,37,4.0,0.0,2,0,0,12470.3,0
754,Germany,Male,57,2.0,101134.87,2,1,1,70954.41,0
654,Germany,Male,43,9.0,84673.17,2,0,1,82081.35,0
660,France,Male,34,1.0,0.0,2,1,0,9692.58,0
702,France,Female,40,3.0,103549.24,1,0,0,9712.52,1
850,France,Female,30,3.0,0.0,2,1,0,116692.8,0
850,France,Male,40,6.0,124788.18,1,1,0,65612.12,0
555,Spain,Male,32,10.0,0.0,2,0,1,168605.96,0
491,France,Female,36,0.0,53369.13,1,1,1,103934.12,0
715,France,Male,41,4.0,94267.9,1,0,1,152821.12,1
527,Spain,Male,37,5.0,93722.73,2,1,1,139093.73,0
479,France,Male,40,1.0,0.0,2,0,0,114996.43,0
529,Spain,Male,35,5.0,0.0,2,1,1,187288.5,0
791,France,Female,33,3.0,0.0,1,1,1,144413.92,1
740,France,Female,51,7.0,0.0,2,1,1,178929.84,0
509,Germany,Male,32,9.0,170661.47,1,1,1,21646.2,0
544,France,Male,44,1.0,0.0,2,0,0,69244.24,0
578,Spain,Male,36,1.0,157267.95,2,1,0,141533.19,0
590,France,Female,54,4.0,0.0,2,1,1,93820.49,1
520,France,Male,38,5.0,0.0,2,1,0,163185.76,0
718,Germany,Male,26,9.0,147527.03,1,0,0,51099.56,0
584,France,Male,47,5.0,0.0,2,1,0,89286.29,0
738,Germany,Female,57,9.0,148384.64,1,0,0,155047.11,1
850,Germany,Female,47,4.0,99219.47,2,1,1,122141.13,0
703,France,Male,37,1.0,149762.08,1,1,0,20629.4,1
614,Spain,Male,36,5.0,0.0,2,1,0,130610.78,0
654,France,Male,42,7.0,99263.09,1,1,1,67607.9,0
573,Spain,Male,38,4.0,0.0,2,1,1,196517.43,0
616,Germany,Female,45,4.0,122793.96,1,1,1,62002.04,0
545,Germany,Female,44,2.0,127536.44,1,1,0,108398.63,0
807,Spain,Male,42,5.0,0.0,2,1,1,74900.9,0
611,France,Male,64,9.0,0.0,2,1,1,53277.15,0
522,France,Female,41,7.0,0.0,2,0,1,176780.39,0
739,France,Female,27,6.0,0.0,1,1,1,57572.38,0
561,Germany,Female,49,1.0,102025.32,1,1,0,133051.64,1
485,Spain,Male,32,6.0,102238.01,2,1,1,194010.12,0
626,France,Female,32,0.0,0.0,2,0,0,187172.54,0
640,France,Male,44,7.0,111833.47,1,1,0,67202.74,0
569,France,Male,66,2.0,0.0,1,1,0,130784.2,1
653,France,Male,41,8.0,102768.42,1,1,0,55663.85,0
590,Spain,Male,37,1.0,0.0,2,0,0,133535.99,0
581,Germany,Male,39,1.0,121523.51,1,0,0,161655.55,1
621,Germany,Female,30,2.0,101014.08,2,1,1,165257.31,0
486,Spain,Male,24,1.0,0.0,1,1,0,98802.76,0
641,Germany,Female,51,2.0,117306.69,4,1,1,26912.72,1
445,France,Male,37,3.0,0.0,2,1,1,180012.39,0
850,Germany,Male,49,8.0,98649.55,1,1,0,119174.88,1
780,France,Male,76,10.0,121313.88,1,0,1,64872.33,0
663,Germany,Male,32,3.0,108586.86,1,1,1,182355.21,0
494,France,Male,40,7.0,0.0,2,0,1,158071.69,0
647,France,Male,32,5.0,97041.16,1,1,1,23132.73,0
651,France,Male,35,2.0,86911.8,1,1,0,174094.24,0
652,Germany,Male,50,8.0,125437.64,1,1,1,17160.94,1
534,France,Male,35,2.0,81951.74,2,1,0,115668.53,0
668,Spain,Male,43,1.0,147167.25,1,0,0,141679.73,0
674,Germany,Female,36,6.0,100762.64,1,1,0,182156.86,0
673,Germany,Female,77,10.0,76510.52,2,0,1,59595.66,0
663,France,Male,43,4.0,87624.03,2,1,0,149401.33,0
640,Spain,Male,47,6.0,89047.14,1,1,0,116286.25,0
678,Germany,Female,37,2.0,113383.07,1,1,1,135123.96,0
548,Spain,Male,37,5.0,0.0,1,1,0,121763.68,0
762,Germany,Male,35,1.0,117458.51,1,0,1,178361.48,1
645,Spain,Male,45,4.0,0.0,1,0,1,174916.85,1
607,Spain,Male,36,8.0,158261.68,1,1,1,76744.72,0
571,Germany,Male,25,6.0,82506.72,2,1,0,167705.07,0
791,France,Male,34,7.0,0.0,2,1,0,96734.46,0
631,France,Male,35,9.0,112392.45,2,1,0,24472.23,0
518,France,Male,46,3.0,0.0,2,1,0,76515.79,0
531,Spain,Female,36,9.0,99240.51,1,1,0,123137.01,0
635,France,Female,40,10.0,123497.58,1,1,0,131953.23,1
850,France,Female,31,4.0,0.0,2,1,1,33082.81,0
575,Spain,Female,26,7.0,0.0,2,1,0,112507.63,0
616,France,Male,31,2.0,94263.91,2,1,0,168895.06,0
499,Spain,Female,42,0.0,147187.84,1,1,1,14868.94,1
554,Germany,Female,54,6.0,108755.0,1,1,0,40914.32,1
559,France,Female,70,9.0,0.0,1,1,1,122996.76,0
585,France,Female,43,2.0,0.0,2,1,0,89402.54,0
652,Spain,Male,31,1.0,132862.59,1,0,0,158054.49,0
730,France,Female,22,9.0,65763.57,1,1,1,145792.01,0
637,Spain,Male,37,8.0,0.0,1,1,1,186062.36,0
571,France,Female,30,4.0,85755.86,1,1,0,145115.95,0
486,France,Male,26,2.0,0.0,2,1,1,31399.4,0
708,Germany,Female,23,4.0,71433.08,1,1,0,103697.57,0
761,Germany,Male,36,9.0,108239.11,2,0,0,99444.02,0
800,France,Female,38,6.0,168190.33,2,1,0,68052.08,0
786,Germany,Female,33,0.0,122325.58,1,0,0,34712.34,1
688,Germany,Female,40,8.0,150679.71,2,0,1,196226.38,0
625,France,Male,36,9.0,108546.16,3,1,0,133807.77,1
668,Germany,Female,39,0.0,122104.79,1,1,0,112946.67,1
655,France,Female,45,1.0,57327.04,1,0,1,47349.0,0
692,France,Female,42,2.0,0.0,2,1,0,145222.93,0
715,France,Female,32,10.0,0.0,2,1,0,60907.49,0
592,Germany,Male,31,7.0,124593.23,1,1,0,86079.67,0
774,Spain,Female,36,8.0,117152.3,1,0,0,101828.39,0
606,Germany,Male,65,10.0,126306.64,3,0,0,7861.68,1
733,France,Male,64,3.0,0.0,2,1,1,75272.63,0
691,France,Male,28,1.0,0.0,2,0,0,92865.41,0
756,France,Male,34,1.0,103133.26,1,1,1,90059.04,0
629,France,Female,33,6.0,0.0,2,1,1,59129.72,0
582,France,Male,52,2.0,151457.88,1,0,1,40893.61,0
603,France,Male,46,2.0,0.0,2,1,1,59563.49,0
682,France,Male,61,10.0,73688.2,1,1,1,172141.33,0
764,France,Female,24,7.0,0.0,2,1,0,186105.99,0
695,Germany,Male,52,8.0,103023.26,1,1,1,22485.64,0
691,France,Male,24,6.0,0.0,2,1,1,92811.2,0
627,France,Male,33,5.0,0.0,2,1,1,103737.82,0
491,Germany,Male,70,6.0,148745.92,2,1,1,17818.33,0
782,France,Male,36,5.0,81210.72,2,0,1,108003.38,0
537,France,Female,41,0.0,0.0,2,0,1,175262.49,0
615,Germany,Male,43,3.0,86920.86,1,1,1,150048.37,0
696,France,Male,19,1.0,110928.51,1,1,1,2766.63,0
733,France,Male,42,9.0,120094.93,1,1,0,184056.45,0
736,France,Female,36,5.0,0.0,1,1,0,70496.66,0
707,Spain,Male,43,1.0,0.0,2,1,0,118368.2,0
639,Spain,Male,38,9.0,130233.14,1,1,1,81861.1,0
704,Germany,Female,39,1.0,124640.51,1,1,0,116511.12,1
596,Germany,Male,34,4.0,99441.21,2,0,1,4802.27,0
512,France,Female,37,1.0,0.0,2,0,1,156105.03,0
755,France,Male,62,1.0,127706.33,2,0,1,142377.69,0
850,France,Male,40,6.0,0.0,1,1,0,136985.08,1
800,Germany,Male,39,4.0,95252.72,1,1,0,13906.34,0
754,Germany,Male,65,1.0,136186.44,1,1,1,121529.59,1
739,France,Male,41,5.0,0.0,2,0,0,143882.25,0
564,Spain,Female,35,2.0,0.0,2,1,1,105837.38,0
498,Germany,Male,35,2.0,121968.11,2,0,1,188343.05,0
768,Germany,Male,48,1.0,122831.58,1,1,1,24533.89,1
620,Spain,Male,31,2.0,166833.86,2,1,1,135171.6,0
654,France,Male,47,10.0,0.0,2,1,0,170481.98,0
808,Germany,Male,39,4.0,124216.93,1,0,1,171442.36,0
742,Germany,Male,55,5.0,155196.17,1,0,1,121207.66,1
751,Spain,Male,33,4.0,79281.61,1,1,0,117547.76,0
638,Spain,Male,48,2.0,0.0,2,1,1,7919.08,0
732,France,Male,55,9.0,136576.02,1,0,1,3268.17,1
743,Germany,Male,45,10.0,144677.19,3,1,0,22512.44,1
674,Spain,Male,36,2.0,0.0,2,1,1,182787.17,0
461,France,Male,51,9.0,119889.84,1,0,0,56767.67,1
704,Spain,Male,24,10.0,122109.78,1,1,1,127654.37,0
782,Germany,Male,42,7.0,126428.38,1,1,0,39830.1,0
659,Spain,Male,78,2.0,151675.65,1,0,1,49978.67,0
502,Germany,Female,40,7.0,117304.29,1,0,0,196278.32,0
552,Germany,Male,50,4.0,121175.56,1,1,0,117505.07,1
642,Germany,Male,22,4.0,111812.52,2,1,1,183045.46,0
629,Spain,Male,31,6.0,132876.55,1,1,1,130862.11,0
652,France,Female,37,4.0,92208.54,1,0,1,197699.8,1
617,France,Female,24,4.0,137295.19,2,1,1,91195.12,0
591,Spain,Female,40,1.0,86376.29,1,0,1,136767.16,1
694,France,Female,30,9.0,0.0,2,1,1,26960.31,0
652,France,Male,30,2.0,176166.56,2,1,1,152210.81,0
